Artist,Album,Genre,Style,Year,Ratings
Forest Swords,Engravings,Electronic,Psychedelic,2013, 8.5 
Gorguts,Colored Sands,Rock,Death Metal,2013, 8.2 
Julianna Barwick,Nepenthe,Electronic,Ethereal,2013, 8.5 
Ty Segall,Sleeper,Rock,Indie Rock,2013, 8.2 
Earl Sweatshirt,Doris,Hip Hop,Hardcore Hip-Hop,2013, 8.3 
Julia Holter,Loud City Song,Electronic,Indie Pop,2013, 8.6 
Various Artists,Mutazione: Italian Electronic & New Wave Underground 1980 - 1988,Electronic,Dark Ambient,2013, 8.2 
Raspberry Bulbs,Deformed Worship,Rock,Hardcore,2013, 8.1 
?-Ziq,Somerset Avenue Tracks (1992-1995),Electronic,IDM,2013, 8.0 
Prodigy / The Alchemist,Albert Einstein,Hip Hop,Thug Rap,2013, 8.2 
Mouth of the Architect,Dawning,Electronic,Techno,2013, 8.2 
Crash of Rhinos,Knots,Rock,None,2013, 8.1 
Ka,The Night's Gambit,Hip Hop,Conscious,2013, 8.0 
Grant Hart,The Argument,Rock,Alternative Rock,2013, 8.0 
Locrian,Return to Annihilation,Rock,Black Metal,2013, 8.0 
Fuck Buttons,Slow Focus,Electronic,Abstract,2013, 8.7 
Big Star,Nothing Can Hurt Me,Rock,Power Pop,2013, 8.0 
Devo,Hardcore Volume 1,Electronic,New Wave,2013, 8.6 
Speedy Ortiz,Major Arcana,Rock,Indie Rock,2013, 8.4 
James Holden,The Inheritors,Electronic,IDM,2013, 8.2 
Run the Jewels,Run the Jewels,Hip Hop,Conscious,2013, 8.5 
Power Trip,Manifest Decimation,Rock,Thrash,2013, 8.0 
The Ex & Brass Unbound,Enormous Door,Rock,Experimental,2013, 8.1 
Kanye West,Yeezus,Hip Hop,None,2013, 9.5 
Royal Trux,3-Song EP,Rock,None,2013, 8.0 
Sigur R?s,Kveikur,Electronic,Post Rock,2013, 8.1 
Rodan,Fifteen Quiet Years,Rock,Indie Rock,2013, 8.0 
These New Puritans,Field of Reeds,Rock,Indie Rock,2013, 8.4 
Deafheaven,Sunbather,Rock,Black Metal,2013, 8.9 
Boards of Canada,Tomorrow's Harvest,Electronic,Downtempo,2013, 8.3 
Thundercat,Apocalypse,Electronic,Soul-Jazz,2013, 8.2 
Jon Hopkins,Immunity,Electronic,Electro,2013, 8.5 
Cleaners From Venus,In The Golden Autumn,Rock,Lo-Fi,2013, 7.7 
Eleanor Friedberger,Personal Record,Rock,Indie Pop,2013, 8.1 
Disclosure,Settle,Electronic,House,2013, 9.1 
Laura Marling,Once I Was an Eagle,Rock,Acoustic,2013, 8.1 
Various Artists,After Dark 2,Electronic,Disco,2013, 8.3 
Agrimonia,Rites of Separation,Rock,Doom Metal,2013, 8.0 
Kingdom,Vertical XL EP,None,None,2013, 8.2 
Baths,Obsidian,Rock,Black Metal,2013, 8.6 
Dirty Beaches,Drifters / Love Is The Devil,Electronic,Lo-Fi,2013, 8.4 
Majical Cloudz,Impersonator,Electronic,Minimal,2013, 8.2 
The National,Trouble Will Find Me,Rock,Alternative Rock,2013, 8.4 
Daniel Menche,Marriage of Metals,Electronic,Abstract,2013, 8.3 
Daft Punk,Random Access Memories,Electronic,Disco,2013, 8.8 
Pharmakon,Abandon,Electronic,Power Electronics,2013, 8.0 
Gun Outfit,Hard Coming Down,Rock,None,2013, 8.0 
Vampire Weekend,Modern Vampires of the City,Rock,Pop Rock,2013, 9.3 
Immolation,Kingdom of Conspiracy,Rock,Death Metal,2013, 8.0 
David Lang,Death Speaks,Classical,None,2013, 8.0 
Colin Stetson,New History Warfare Vol. 3: To See More Light,Jazz,Experimental,2013, 8.1 
Chance the Rapper,Acid Rap,Hip Hop,Pop Rap,2013, 8.4 
Savages,Silence Yourself,Rock,Goth Rock,2013, 8.7 
The Body,Master We Perish,Rock,Doom Metal,2013, 8.1 
Deerhunter,Monomania,Rock,Indie Rock,2013, 8.3 
Mikal Cronin,MCII,Rock,None,2013, 8.4 
At the Drive-In,Acrobatic Tenement,Rock,Emo,2013, 6.5 
Woe,Withdrawal,Rock,Black Metal,2013, 8.0 
Charli XCX,True Romance,Electronic,Synth-pop,2013, 8.3 
No Joy,Wait To Pleasure,Rock,Shoegaze,2013, 8.0 
The Haxan Cloak,Excavation,Electronic,Drone,2013, 8.7 
Thee Oh Sees,Floating Coffin,Rock,Psychedelic Rock,2013, 8.0 
Rokia Traor?,Beautiful Africa,Blues,African,2013, 8.1 
The Postal Service,Give Up,Electronic,Synth-pop,2013, 8.0 
Wolf Eyes,No Answer : Lower Floors,None,None,2013, 8.2 
Kurt Vile,Wakin on a Pretty Daze,Rock,Indie Rock,2013, 8.5 
James Blake,Overgrown,Electronic,Leftfield,2013, 8.0 
The Knife,Shaking the Habitual,Electronic,Electro,2013, 8.4 
Joe Meek,I Hear a New World,Electronic,Lounge,2013, 8.3 
Merchandise,Totale Nite,Rock,Post-Punk,2013, 8.0 
Nails,Abandon All Life,Rock,Grindcore,2013, 8.0 
Scuba,Update,Electronic,Electro House,2013, 8.1 
Wire,Change Becomes Us,Rock,Alternative Rock,2013, 8.2 
Hiss Golden Messenger,Haw,Rock,Psychedelic Rock,2013, 8.0 
Sid Hemphill,The Devil's Dream: Alan Lomax's 1942 Library of Congress Recordings,None,None,2013, 8.3 
Blu,NoYork!,Hip Hop,None,2013, 8.1 
DJ Koze,Amygdala,Electronic,Deep House,2013, 8.6 
William Tyler,Impossible Truth,Rock,Folk Rock,2013, 8.0 
KEN mode,Entrench,Rock,Sludge Metal,2013, 8.2 
Various Artists,Change The Beat: The Celluloid Records Story 1980 ? 1987,None,None,2013, 8.0 
Marnie Stern,The Chronicles of Marnia,Rock,Experimental,2013, 8.0 
Inter Arma,Sky Burial,Rock,Doom Metal,2013, 8.2 
Justin Timberlake,The 20/20 Experience,Hip Hop,RnB/Swing,2013, 8.4 
Phosphorescent,Muchacho,Rock,Folk Rock,2013, 8.8 
Clinic,Free Reign II,Rock,Alternative Rock,2013, 8.0 
The Men,New Moon,Rock,Post-Punk,2013, 8.2 
Waxahatchee,Cerulean Salt,Rock,Indie Rock,2013, 8.4 
Shlohmo,Laid Out EP,Electronic,Leftfield,2013, 8.0 
Rhye,Woman,Electronic,Experimental,2013, 8.5 
Youth Lagoon,Wondrous Bughouse,Electronic,Lo-Fi,2013, 8.7 
Kevin Gates,The Luca Brasi Story,Hip Hop,None,2013, 8.0 
Doldrums,Lesser Evil,Electronic,Leftfield,2013, 8.0 
Autre Ne Veut,Anxiety,Electronic,Synth-pop,2013, 8.5 
Portal,Vexovoid,Rock,Death Metal,2013, 8.0 
Iceage,You're Nothing,Rock,Punk,2013, 8.6 
Nick Cave & the Bad Seeds,Push The Sky Away,Rock,Alternative Rock,2013, 8.0 
Various Artists,Night Slugs: Allstars Volume 2,Electronic,Bass Music,2013, 8.0 
The Underachievers,Indigoism,Hip Hop,Conscious,2013, 8.0 
Pissed Jeans,Honeys,Rock,Hardcore,2013, 8.1 
My Bloody Valentine,mbv,None,None,2013, 9.1 
Chris Darrow,Artist Proof,Rock,Country Rock,2013, 8.2 
Grouper,The Man Who Died in His Boat,Electronic,Ethereal,2013, 8.3 
Local Natives,Hummingbird,Rock,Indie Rock,2013, 8.1 
Torres,Torres,Rock,Alternative Rock,2013, 8.1 
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,Pop,Indie Rock,2013, 8.4 
Mountains,Centralia,Electronic,Drone,2013, 8.1 
Yo La Tengo,Fade,Rock,Indie Rock,2013, 8.1 
A$AP Rocky,LongLiveA$AP,Hip Hop,None,2013, 8.5 
Parquet Courts,Light Up Gold,Rock,Indie Rock,2012, 8.0 
Various Artists,L.I.E.S. Presents: American Noise,None,None,2012, 8.1 
Burial,Truant / Rough Sleeper,Electronic,Dubstep,2012, 8.4 
Starkey,Orbits,Electronic,Grime,2012, 8.0 
Bell Witch,Longing,Rock,Emo,2012, 8.0 
JK Flesh / Prurient,Worship is the Cleansing of the Imagination,None,None,2012, 8.0 
Charles Mingus,The Jazz Workshop Concerts 1964?65,Jazz,None,2012, 8.4 
Captain Murphy,Duality,Electronic,Hip Hop,2012, 8.0 
Tyvek,On Triple Beams,Rock,Punk,2012, 8.0 
Scott Walker,Bish Bosch,Rock,Art Rock,2012, 8.0 
Gerry Read,Jummy,Electronic,Deep House,2012, 8.0 
Roc Marciano,Reloaded,Hip Hop,Electro,2012, 8.1 
Holly Herndon,Movement,Electronic,Electro,2012, 8.1 
The Evens,The Odds,Rock,Indie Rock,2012, 8.0 
Lukid,Lonely at the Top,Electronic,Instrumental,2012, 8.0 
Various Artists,Work Hard Play Hard Pray Hard: Hard Time Good Time & End Time Music 1923-1936,None,None,2012, 8.3 
Crystal Castles,(III),Rock,Funk Metal,2012, 8.0 
Joni Mitchell,The Studio Albums 1968-1979,Jazz,Folk,2012, 8.0 
Brian Eno,Lux,Electronic,Ambient,2012, 8.0 
Dreamscape,La-Di-Da Recordings,Pop,Shoegaze,2012, 8.1 
Mac DeMarco,2, Electronic,Leftfield,2012, 8.2 
Andy Stott,Luxury Problems,Electronic,House,2012, 8.7 
Goat,World Music,Rock,Krautrock,2012, 8.1 
...And You Will Know Us by the Trail of Dead,Lost Songs,Rock,Prog Rock,2012, 8.0 
Kendrick Lamar,good kid m.A.A.d city,Hip Hop,None,2012, 9.5 
Pig Destroyer,Book Burner,Rock,Grindcore,2012, 8.0 
Bat For Lashes,The Haunted Man,Electronic,Indie Rock,2012, 8.4 
Godspeed You! Black Emperor,Allelujah! Don't Bend! Ascend!,Rock,Post Rock,2012, 9.3 
Converge,All We Love We Leave Behind,Rock,Hardcore,2012, 8.6 
Metz,Metz,Rock,Noise,2012, 8.5 
Ty Segall,Twins,Rock,Garage Rock,2012, 8.0 
Tame Impala,Lonerism,Rock,Psychedelic Rock,2012, 9.0 
Death Grips,NO LOVE DEEP WEB,Electronic,Hardcore Hip-Hop,2012, 8.2 
Freddie Gibbs,Baby Face Killa,Hip Hop,Gangsta,2012, 8.2 
Miguel,Kaleidoscope Dream,Hip Hop,RnB/Swing,2012, 8.4 
Flying Lotus,Until The Quiet Comes,Electronic,Abstract,2012, 8.5 
Blut Aus Nord,777: Cosmosophy,Rock,Black Metal,2012, 8.5 
N? Sensae,Sundowning,Classical,Neo-Classical,2012, 8.0 
Ricardo Villalobos,Dependent and Happy,Electronic,Techno,2012, 8.2 
Dum Dum Girls,End of Daze EP,None,None,2012, 8.3 
How to Dress Well,Total Loss,Electronic,Leftfield,2012, 8.4 
Woods,Bend Beyond,Rock,Folk Rock,2012, 8.1 
Grizzly Bear,Shields,Rock,Folk Rock,2012, 9.1 
Holy Other,Held,Electronic,Leftfield,2012, 8.0 
Menomena,Moms,Rock,Indie Rock,2012, 8.0 
Angel Olsen,Half Way Home,Rock,None,2012, 8.0 
Thee Oh Sees,Putrifiers II,Rock,Garage Rock,2012, 8.1 
Cult of Youth,Love Will Prevail,Rock,Punk,2012, 8.0 
LV,Sebenza,Electronic,UK Garage,2012, 8.0 
Mount Eerie,Ocean Roar,Rock,Folk,2012, 8.1 
Four Tet,Pink,Electronic,Techno,2012, 8.2 
Krallice,Years Past Matter,Rock,Black Metal,2012, 8.2 
Wild Nothing,Nocturne,Classical,Classical,2012, 8.3 
Swans,The Seer,Rock,Post-Punk,2012, 9.0 
Bill Fay,Life Is People,Rock,None,2012, 8.0 
Ariel Pink's Haunted Graffiti,Mature Themes,Rock,None,2012, 8.5 
Blur,Parklive,Electronic,Alternative Rock,2012, 8.5 
Matthew E. White,Big Inner,Rock,Folk Rock,2012, 8.1 
Jessie Ware,Devotion,Electronic,Eurodance,2012, 8.5 
Ash Borer,Cold of Ages,Rock,Black Metal,2012, 8.0 
Spider Bags,Shake My Head,Rock,Punk,2012, 8.1 
Archers of Loaf,All The Nations Airports,Rock,Alternative Rock,2012, 7.6 
Oneman,Fabriclive 64,Electronic,House,2012, 8.0 
Dead Can Dance,Anastasis,Electronic,Modern Classical,2012, 8.0 
Antony and the Johnsons,Cut the World,Pop,Alternative Rock,2012, 8.1 
Nachtmystium,Silencing Machine,Rock,Black Metal,2012, 8.0 
Glacial,On Jones Beach,Jazz,None,2012, 8.0 
Samothrace,Reverence to Stone,Rock,Doom Metal,2012, 8.2 
White Lung,Sorry,Rock,Punk,2012, 8.0 
Cooly G,Playin' Me,Electronic,Broken Beat,2012, 8.0 
Angel Haze,Reservation EP,Electronic,Techno,2012, 8.0 
The Antlers,Undersea,Electronic,Indie Rock,2012, 8.1 
TNGHT,TNGHT EP,None,None,2012, 8.5 
Purity Ring,Shrines,Electronic,Synth-pop,2012, 8.4 
Various,Country Funk 1969-1975,Funk / Soul,Louisiana Blues,2012, 8.4 
Passion Pit,Gossamer,Electronic,Synth-pop,2012, 8.4 
Nas,Life Is Good,Hip Hop,None,2012, 8.3 
Baroness,Yellow & Green,Electronic,Trance,2012, 8.5 
Frank Ocean,Channel Orange,Hip Hop,RnB/Swing,2012, 9.5 
Aesop Rock,Skelethon,Hip Hop,None,2012, 8.2 
Dirty Projectors,Swing Lo Magellan,Rock,Alternative Rock,2012, 8.8 
Twin Shadow,Confess,Rock,None,2012, 8.6 
Donnie & Joe Emerson,Dreamin' Wild,Rock,Psychedelic Rock,2012, 8.0 
Gojira,L'Enfant Sauvage,Rock,Thrash,2012, 8.1 
Joey Bada$$,1999, Rock,Ballad,2012, 8.0 
DIIV,Oshin,Rock,Lo-Fi,2012, 8.3 
Ty Segall Band,Slaughterhouse,Rock,Garage Rock,2012, 8.7 
Shackleton,Music For the Quiet Hour,Electronic,Abstract,2012, 8.0 
The Thing / Neneh Cherry,The Cherry Thing,Jazz,Free Jazz,2012, 8.0 
Lower,Walk on Heads EP,None,None,2012, 8.0 
Fiona Apple,The Idler Wheel...,Rock,Alternative Rock,2012, 9.0 
Spaceghostpurrp,Mysterious Phonk: The Chronicles of SpaceGhostPurrp,Hip Hop,None,2012, 8.0 
Arthur Russell / Peter Zummo,Zummo With an X,Jazz,Free Jazz,2012, 8.0 
Hot Chip,In Our Heads,Electronic,Leftfield,2012, 8.0 
Captain Beefheart,Bat Chain Puller,Rock,Avantgarde,2012, 8.2 
Laurel Halo,Quarantine,Electronic,Breakbeat,2012, 8.0 
Ab-Soul,Control System,Hip Hop,None,2012, 8.1 
Saint Vitus,Lillie: F-65,Rock,Stoner Rock,2012, 8.0 
Aldebaran,Embracing the Lightless Depths,Rock,Doom Metal,2012, 8.0 
The Wake,Here Comes Everybody,Rock,None,2012, 8.2 
Japandroids,Celebration Rock,Rock,Punk,2012, 8.8 
The Walkmen,Heaven,Electronic,Modern Classical,2012, 8.1 
Mount Eerie,Clear Moon,Rock,Alternative Rock,2012, 8.3 
El-P,Cancer for Cure,Electronic,Experimental,2012, 8.5 
Medicine,Shot Forth Self Living [Expanded Edition],None,None,2012, 6.9 
KTL,V,Rock,Prog Rock,2012, 8.1 
Killer Mike,R.A.P. Music,Hip Hop,None,2012, 8.6 
Motion Sickness of Time Travel,Motion Sickness of Time Travel,Electronic,Experimental,2012, 8.3 
Beach House,Bloom,Rock,Indie Rock,2012, 9.1 
Royal Headache,Royal Headache,Rock,Garage Rock,2012, 8.0 
Lone,Galaxy Garden,Electronic,Acid House,2012, 8.2 
Swans,We Rose From Your Bed With the Sun in Our Head,Rock,Acoustic,2012, 8.0 
Dave Aju,Heirlooms,Electronic,Future Jazz,2012, 8.0 
Ty Segall / White Fence,Hair,Electronic,House,2012, 8.2 
CFCF,Exercises EP,None,None,2012, 8.0 
Lower Dens,Nootropics,Rock,Indie Rock,2012, 8.2 
Billy Bragg / Wilco,Mermaid Avenue: The Complete Sessions,Rock,Alternative Rock,2012, 8.1 
Actress,R.I.P.,Folk World & Country,Drone,2012, 8.5 
Screaming Females,Ugly,Rock,Punk,2012, 8.0 
Daughn Gibson,All Hell,Electronic,Leftfield,2012, 8.1 
Death Grips,The Money Store,Electronic,Experimental,2012, 8.7 
The Flaming Lips,The Flaming Lips and Heady Fwends,Rock,Acid Rock,2012, 8.2 
Anhedonist,Netherwards,Rock,Doom Metal,2012, 8.2 
Rustie,Essential Mix,Electronic,Chiptune,2012, 8.1 
The Congos / Sun Araw / M. Geddes Gengras,Icon Give Thank,Electronic,Afrobeat,2012, 8.1 
Allo Darlin',Europe,Rock,Indie Rock,2012, 8.1 
King Felix,Spring EP,Electronic,Techno,2012, 8.0 
Spiritualized,Sweet Heart Sweet Light,Rock,Space Rock,2012, 8.8 
Dawn Richard,Armor On EP,None,None,2012, 8.2 
Conan,Monnos,Rock,Stoner Rock,2012, 8.0 
Vijay Iyer Trio,Accelerando,Jazz,Contemporary Jazz,2012, 8.2 
Circle of Ouroborus,The Lost Entrance of the Just,Rock,Post-Punk,2012, 8.2 
Various Artists,Harmony Melody and Style: Lovers Rock and Rare Groove in the UK 1975-92,None,None,2012, 8.0 
High on Fire,De Vermis Mysteriis,Rock,Stoner Rock,2012, 8.2 
Chromatics,Kill for Love,Electronic,Italo-Disco,2012, 8.7 
Lotus Plaza,Spooky Action at a Distance,Rock,Rock & Roll,2012, 8.4 
Hundred Waters,Hundred Waters,Electronic,Electro,2012, 8.1 
Zammuto,Zammuto,Electronic,Abstract,2012, 8.0 
Various Artists,Listen Whitey! The Sounds of Black Power 1967-1974,Funk / Soul,None,2012, 8.0 
The Chemical Brothers,Don't Think,Electronic,Breakbeat,2012, 8.2 
Voices From the Lake,Voices From the Lake,Electronic,Techno,2012, 8.2 
Action Bronson / Party Supplies,Blue Chips,Hip Hop,Conscious,2012, 8.1 
Lil B,God's Father,Hip Hop,None,2012, 8.0 
Daniel Rossen,Silent Hour/Golden Mile EP,None,None,2012, 8.0 
The Shins,Port of Morrow,Rock,Alternative Rock,2012, 8.4 
Drudkh,Eternal Turn of the Wheel,Rock,Black Metal,2012, 8.2 
Sentridoh,Weed Forestin',Rock,Alternative Rock,2012, 8.2 
Azusa Plane,Where the Sands Turn to Gold,Rock,Abstract,2012, 8.5 
feedtime,The Aberrant Years,Rock,Alternative Rock,2012, 8.0 
Revenge,Scum.Collapse.Eradication,Rock,Black Metal,2012, 8.0 
The Men,Open Your Heart,Rock,Post-Punk,2012, 8.5 
Scuba,Personality,Electronic,Breaks,2012, 8.1 
Julia Holter,Ekstasis,Electronic,Electro,2012, 8.6 
Pallbearer,Sorrow and Extinction,Rock,Doom Metal,2012, 8.4 
Archers of Loaf,Vee Vee (Remastered),None,None,2012, 8.4 
David Sylvian,A Victim of Stars: 1982-2012,Electronic,Prog Rock,2012, 8.2 
Karen Dalton,1966, Folk World & Country,Folk,2012, 8.0 
Perfume Genius,Put Your Back N 2 It,Rock,Indie Rock,2012, 8.4 
Mouse on Mars,Parastrophics,Electronic,Leftfield,2012, 8.2 
Tindersticks,The Something Rain,Rock,Alternative Rock,2012, 8.1 
Lambchop,Mr. M,Rock,Country Rock,2012, 8.3 
Frankie Rose,Interstellar,Rock,Alternative Rock,2012, 8.4 
Ital,Hive Mind,Electronic,House,2012, 8.0 
Sleigh Bells,Reign of Terror,Rock,Noise,2012, 8.2 
Grimes,Visions,Electronic,Trance,2012, 8.5 
Burial,Kindred EP,Electronic,UK Garage,2012, 8.7 
Goldfrapp,The Singles,Rock,Pop Rock,2012, 8.4 
John Talabot,?IN,Electronic,House,2012, 8.5 
Pete Swanson,Man With Potential,Electronic,Abstract,2012, 8.5 
The Caretaker,Patience (After Sebald),Electronic,Dark Ambient,2012, 8.0 
Schoolboy Q,Habits & Contradictions,Hip Hop,Fusion,2012, 8.4 
Cloud Nothings,Attack on Memory,Rock,Garage Rock,2012, 8.6 
Chairlift,Something,Electronic,Progressive House,2012, 8.0 
Rick Ross,Rich Forever,Hip Hop,Thug Rap,2012, 8.2 
The Cramps,File Under Sacred Music: Early Singles 1978-1981,Rock,Rock & Roll,2011, 8.0 
Wold,Freermasonry,Electronic,Black Metal,2011, 8.3 
The Kinks,Kinks in Mono,None,None,2011, 8.5 
Nirvana,Live at the Paramount,Rock,Alternative Rock,2011, 8.8 
Bobby Charles,Bobby Charles,Rock,Blues Rock,2011, 8.6 
Symmetry,Themes For an Imaginary Film,None,None,2011, 8.1 
Sunn O))),?? VOID,Electronic,Abstract,2011, 7.5 
The Weeknd,Echoes of Silence,Electronic,RnB/Swing,2011, 8.1 
Darkside,Darkside EP,Electronic,Downtempo,2011, 8.0 
Can,Tago Mago [40th Anniversary Edition],Electronic,Krautrock,2011, 10.0 
Various Artists,Bambara Mystic Soul: The Raw Sound of Burkina Faso 1974-1979,Folk World & Country,African,2011, 8.5 
Yamantaka // Sonic Titan,YT//ST,Rock,Art Rock,2011, 8.2 
Twilight Singers,Live in New York,Rock,Alternative Rock,2011, 8.0 
The Louvin Brothers,Satan Is Real,Folk World & Country,Country,2011, 8.5 
Kingdom,Dreama EP,Electronic,UK Garage,2011, 8.2 
Thee Oh Sees,Carrion Crawler/The Dream,Rock,Alternative Rock,2011, 8.0 
Sepalcure,Sepalcure,Electronic,Dubstep,2011, 8.4 
Kate Bush,50 Words for Snow,Rock,Acoustic,2011, 8.5 
Kieran Hebden / Mats Gustafsson / Steve Reid,Live at the South Bank,Electronic,Free Improvisation,2011, 8.0 
The Smiths,The Smiths Complete,None,None,2011, 8.1 
Blut Aus Nord,777: The Desanctification,Rock,Black Metal,2011, 8.2 
Los Campesinos!,Hello Sadness,Rock,Indie Rock,2011, 8.0 
Freddie Gibbs,Cold Day in Hell,Hip Hop,Gangsta,2011, 8.2 
Drake,Take Care,Rock,Post Rock,2011, 8.6 
King Krule,King Krule EP,Electronic,Shoegaze,2011, 8.0 
Oneohtrix Point Never,Replica,Rock,Acoustic,2011, 8.8 
Royal Trux,Singles Live Unreleased,Rock,Lo-Fi,2011, 8.2 
A$AP Rocky,LIVELOVEA$AP,Hip Hop,Cloud Rap,2011, 8.2 
Atlas Sound,Parallax,Rock,Prog Rock,2011, 8.7 
Theo Parrish,Uget,Electronic,Deep House,2011, 8.0 
Roman Fl?gel,Fatty Folders,Electronic,House,2011, 8.0 
Erkin Koray,Me?hul: Singles & Rarities,Rock,Folk Rock,2011, 8.1 
Hammers of Misfortune,17th Street,Rock,None,2011, 8.0 
Andy Stott,We Stay Together,Electronic,House,2011, 8.2 
Scuba,DJ-Kicks,Electronic,Techno,2011, 8.0 
Tom Waits,Bad as Me,Rock,Alternative Rock,2011, 8.1 
Sandro Perri,Impossible Spaces,Jazz,Experimental,2011, 8.3 
Dntel,Life Is Full of Possibilities [Deluxe Edition],None,None,2011, 8.8 
Julia Holter,Tragedy,Rock,Post-Punk,2011, 8.0 
Rustie,Glass Swords,Electronic,Dubstep,2011, 8.0 
Real Estate,Days,Rock,Alternative Rock,2011, 8.7 
The Atlas Moth,An Ache for the Distance,Rock,Doom Metal,2011, 8.1 
M83,Hurry Up We're Dreaming,Electronic,Shoegaze,2011, 9.1 
Matthew Herbert,One Pig,Electronic,Rhythmic Noise,2011, 8.0 
Trash Talk,Awake,Rock,Hardcore,2011, 8.2 
Various Artists,Tropical 2,Electronic,UK Garage,2011, 8.3 
The Embassy,Life in the Trenches,Pop,None,2011, 8.0 
Superchunk,Foolish,Rock,Indie Rock,2011, 8.8 
Bill Orcutt,How the Thing Sings,Rock,Acoustic,2011, 8.0 
Various Artists,This May Be My Last Time Singing,Funk / Soul,Gospel,2011, 8.4 
Youth Lagoon,The Year of Hibernation,Electronic,Lo-Fi,2011, 8.4 
Nirvana,Nevermind [20th Anniversary Edition],None,None,2011, 10.0 
Fred McDowell,The Alan Lomax Recordings,Blues,Delta Blues,2011, 8.5 
Wolves in the Throne Room,Celestial Lineage,Rock,Black Metal,2011, 8.6 
Mikal Cronin,Mikal Cronin,Rock,Garage Rock,2011, 8.1 
Four Tet,Fabriclive 59,Electronic,Downtempo,2011, 8.0 
Omar S,It Can Be Done But Only I Can Do It,Electronic,Techno,2011, 8.0 
DaVinci,Feast or Famine EP,None,None,2011, 8.0 
Wild Flag,Wild Flag,Rock,Alternative Rock,2011, 8.0 
Circle of Ouroborus,Eleven Fingers,Rock,Black Metal,2011, 8.0 
St. Vincent,Strange Mercy,Rock,None,2011, 9.0 
The Raincoats,Odyshape,Rock,New Wave,2011, 8.0 
Toro Y Moi,Freaking Out EP,None,None,2011, 8.0 
Girls,Father Son Holy Ghost,Rock,Indie Rock,2011, 9.3 
YOB,Atma,Rock,Stoner Rock,2011, 8.3 
Cymbals Eat Guitars,Lenses Alien,Rock,None,2011, 8.0 
The Field,Looping State of Mind,Electronic,Shoegaze,2011, 8.5 
Throwing Muses,Anthology,Reggae,Roots Reggae,2011, 8.0 
Thundercat,The Golden Age of Apocalypse,Electronic,Jazz-Funk,2011, 8.1 
Male Bonding,Endless Now,Rock,Alternative Rock,2011, 8.0 
Balam Acab,Wander / Wonder,Electronic,Leftfield,2011, 8.2 
Danny Brown,XXX,Hip Hop,None,2011, 8.2 
Drive-By Truckers,Ugly Buildings Whores & Politicians: Greatest Hits 1998-2009,Rock,Alternative Rock,2011, 8.2 
The War on Drugs,Slave Ambient,Rock,Indie Rock,2011, 8.3 
Various Artists,Not the Spaces You Know But Between Them,Rock,Psychedelic Rock,2011, 8.3 
Serge Gainsbourg,Gainsbourg Percussions,Jazz,Lounge,2011, 8.2 
Jay Z / Kanye West,Watch the Throne,Hip Hop,Pop Rap,2011, 8.5 
Dom,Family of Love EP,Electronic,Synth-pop,2011, 8.0 
Richard Buckner,Our Blood,Rock,None,2011, 8.0 
Motor City Drum Ensemble,DJ-Kicks,Electronic,Techno,2011, 8.0 
MellowHype,BlackenedWhite,Hip Hop,Hardcore Hip-Hop,2011, 8.0 
Tiger & Woods,Through the Green,Electronic,House,2011, 8.2 
Various Artists,To What Strange Place: The Music of the Ottoman-American Diaspora 1916-1929,Folk World & Country,None,2011, 8.3 
Kendrick Lamar,Section.80,Hip Hop,None,2011, 8.0 
The Men,Leave Home,Rock,Rock & Roll,2011, 8.2 
Lil B,I'm Gay (I'm Happy),None,None,2011, 8.1 
Biosphere,N-Plants,Electronic,Abstract,2011, 8.0 
Washed Out,Within And Without,Electronic,Downtempo,2011, 8.3 
John Maus,We Must Become the Pitiless Censors of Ourselves,Electronic,New Wave,2011, 8.4 
SBTRKT,SBTRKT,Electronic,UK Garage,2011, 8.1 
AraabMuzik,Electronic Dream,Electronic,Instrumental,2011, 8.2 
Vampillia,Alchemic Heart,Electronic,Noise,2011, 8.0 
